"taxon","isocode","glottocode","xd_ids","soc_ids","in_dplace","EA023","EA024","EA025","EA026","EA027","in_kinbank","mMeB","mMyB","mFeB","mFyB","mF","mMeZ","mMyZ","mFeZ","mFyZ","mM"
"KASHAYA",,"kash1280","xd1418","B165",0,,,,,,1,"cu:s'enʔ","cu:s'enʔ","ba:s'enʔ","cikinʔ","ʔa:penʔ","šu:s'enʔ","šikinʔ","mu:s'enʔ","mu:s'enʔ","ʔa:thenʔ"
"POMO_NORTHERN",,"nort2966","xd1115","B173, Nc17, WNAI63",1,8,7,15,9,6,1,"atsu","atsu","adje","adje","ame'e","asu","ace","awu; amu","awu; amu","ate"
"COCOPA",,"coco1261","xd1269","Nh19, WNAI143",1,7,8,15,9,5,1,"enyikwa","enyikwa","whinyiwit","whinyiskau","enyiku'","enyûsi","enyimu","enyipi","enyipi","intca"
"YUMA",,"quec1382","xd1273","Nh22, WNAI141",1,7,8,15,9,5,1,"nakwí","nakwí","naví","nyakús","nyakó; u.xamí.; nyaxu.márv","nasí","namúy",,,"antáy"
"YUWANA",,"yuwa1244","","",0,,,,,,1,,,"ʰlai","ʰlai","ʰlai; ai",,,,,"abã"
"YUWANA_2",,"yuwa1244","","",0,,,,,,1,,,"ʰlai","ʰlai","ʰlai; ai",,,,,"abã"
"HOPI",,"hopi1249","xd1268","Nh18, WNAI159",1,7,8,15,9,1,1,"taaha","taaha","na; na'a","na; na'a","na; na'a; taata; taa'ta",,,"kya","kya","yï; i-ŋï"
"SHOSHONI",,"shos1248","","",0,,,,,,1,"ata","ata","hai; hee","hai; hee","appï",,,"paha","paha","pia; pii"
"COMANCHE",,"coma1245","xd1222","B241, Ne3, SCCS147",1,8,7,15,9,4,1,"ara'","ara'","api","api","ahpï; ahpï","pia","pia","paha","paha","pia; pia"
"TUMPISA",,"pana1305","xd1165, xd1166, xd1167","B192, B195, B197, B200, Nd31, Nd32, Nd33, WNAI118",1,7,8,15,9,4,1,"piasamoppu","piasamoppu","tsukuna","tsukuna","appü","tokkwapu; tokkwattsi","tokkwapu; tokkwattsi","pahwa","pahwa","pia"
"PANAMINT",,"pana1305","xd1165, xd1166, xd1167","B192, B195, B197, B200, Nd31, Nd32, Nd33, WNAI118",1,7,8,15,9,4,1,"piasamoppu","piasamoppu","tsukuna","tsukuna","appü","tokkwapu; tokkwattsi","tokkwapu; tokkwattsi","pahwa","pahwa","pia"
"NORTHERN_PAIUTE_BANNOCK",,"nort2954","","",0,,,,,,1,"aacci","aacci",,,"naa; naa'a",,,"pahwa","pahwa","pia"
"NORTHERN_PAIUTE",,"nort2954","","",0,,,,,,1,"aacci","aacci",,,"naa; naa'a",,,"pahwa","pahwa","pia"
"WESTERN_MONO",,"mono1275","xd1122, xd1162, xd1164, xd993","B157, B202, B206, B211, B219, Nc23, Nd29, Nd30, WNAI117, WNAI71, WNAI72",1,7,8,15,9,4,1,"pu'","pu'","nawa","nawa","nau; nawa","vi^e","vi^e","pawwa; páhwa","pawwa; páhwa","vi^e; píya"
"KAWAIISU",,"kawa1283","xd1126","B199, Nc27, WNAI79",1,,,,,4,1,,,,"hee-","muwa",,,"paha","paha","piya"
"SOUTHERN_PAIUTE",,"utes1238","","",0,,,,,,1,,,"sin-ätʼ-sin","sin-ätʼ-sin","muʼ-än-e","päʼ-tsin","päʼ-tsin",,,"pe-ǎn-e; peʼ-ǎt-sin"
"UTE_SOUTHERN_PAIUTE",,"utes1238","","",0,,,,,,1,,,"sin-ätʼ-sin","sin-ätʼ-sin","muʼ-än-e","päʼ-tsin","päʼ-tsin",,,"pe-ǎn-e; peʼ-ǎt-sin"
"UTE_1",,"utes1238","","",0,,,,,,1,,,"sin-ätʼ-sin","sin-ätʼ-sin","muʼ-än-e","päʼ-tsin","päʼ-tsin",,,"pe-ǎn-e; peʼ-ǎt-sin"
"UTE_2",,"utes1238","","",0,,,,,,1,,,"sin-ätʼ-sin","sin-ätʼ-sin","muʼ-än-e","päʼ-tsin","päʼ-tsin",,,"pe-ǎn-e; peʼ-ǎt-sin"
"TUBATULABAL",,"tuba1278","xd1118","B152, Nc2, WNAI78",1,7,8,15,9,4,1,,"toohan",,,"'aanaa",,,"paawaa","paawaa","'aabuu"
"SERRANO",,"serr1255","xd1130","B149, Nc30, WNAI84",1,7,8,15,9,5,1,"kum","kum; taar","kuhm; kuumu; kuumu","kuhm; maq; maq","-na'; -na'","nïhma; num; nïm","yïr; yïha; yür; yïïr",,,"yu'; yï'"
"GABRIELINO",,"serr1255","xd1130","B149, Nc30, WNAI84",1,7,8,15,9,5,1,"kum","kum; taar","kuhm; kuumu; kuumu","kuhm; maq; maq","-na'; -na'","nïhma; num; nïm","yïr; yïha; yür; yïïr",,,"yu'; yï'"
"LUISENO",,"luis1253","xd1133","B150, Nc33, WNAI82",1,7,8,15,9,5,1,"táá'aʂ; táá'aʂ","táá'aʂ; táá'aʂ","kmo; kmo; kamú; kamú","máʂ; máʂ","-ná'; -ná'","núʂ; núʂ","yósmay; yósmay","páa-may","páa-may","yó; at; yó"
"CAHUILLA",,"cahu1264","xd1131, xd1439, xd1440","B144, Nc31, WNAI85, WNAI86, WNAI87",1,7,8,15,9,5,1,"tas","tas","kum; kum","mas; mas","-na; táata; -na; táata","nes; nes","yes; yes","-pa",,"yü; ye"
"CUPENO",,"cupe1243","xd1132","B145, Nc32, WNAI83",1,7,8,15,9,5,1,"táʂma","táʂma","kum; kum","meš; meš","-na; -na","neʂ; neʂ","yéʂma; yéʂma","-pah","-pah","ye; ye"
"NORTHERN_TEPEHUAN",,"nort2959","xd1294","Ni9",1,,,,,4,1,,"tatáli",,,"óóga; óóka","vovóítya","dyišíka; dïišííka","ookáli","vovóítya","daáda; naan"
"SOUTHERN_TEPEHUAN",,"sout2976","","",0,,,,,,1,"kuuxi","tataalh","kilhi","jiikulh","taat","dhixiik; o'kix",,"baboolh; paasulh",,"naan"
"PIMA_BAJO",,"pima1248","","",0,,,,,,1,,"tatari",,,"'oog","vovič","diska","vovič","vovič","daad"
"LOWER_PIMA",,"pima1248","","",0,,,,,,1,,"tatari",,,"'oog","vovič","diska","vovič","vovič","daad"
"TOHONO_OODHAM",,"toho1245","","",0,,,,,,1,,"tatal",,,"ooga",,"jisk",,"wowoit","je'e; komal; da'al"
"UPPER_PIMA",,"toho1245","","",0,,,,,,1,,"tatal",,,"ooga",,"jisk",,"wowoit","je'e; komal; da'al"
"CENTRAL_TARAHUMARA",,"cent2131","xd1286","Ni1",1,12,5,15,9,4,1,"kurichi","ra'té; ra'té","ri'chi; ri'chirá; kumú-či","ri'chirúrema; ti'chirá; ukú; kumú-či","marirúame; norá; onorá; onori; omrúame; onó; onó",,,"soró; soró","apó","eyera; eyeri; eyerúreme; erafer; eyé; nana; čiči; eyé"
"HUARIJIO",,"huar1255","","",0,,,,,,1,,"ta'téi","kumú",,"no'nó; ma'má","nehsá",,"soló","papói","ye'yé"
"GUARIJIO",,"huar1255","","",0,,,,,,1,,"ta'téi","kumú",,"no'nó; ma'má","nehsá",,"soló","papói","ye'yé"
"WARIHIO",,"huar1255","","",0,,,,,,1,,"ta'téi","kumú",,"no'nó; ma'má","nehsá",,"soló","papói","ye'yé"
"TUBAR",,"tuba1279","","",0,,,,,,1,,,"tayí",,,,,,,"inyá-r"
"EUDEVE",,"opat1246","xd1293","Ni8",1,,,,,3,1,"cutziguat","taiguat","cumuguat","teviriguat","massiguat; mas; mas","tepoguat; tepó","deriguat; deri-","soroguat; deri-","vavoguat; deri-","dë; deguat"
"OPATA",,"opat1246","xd1293","Ni8",1,,,,,3,1,"cutziguat","taiguat","cumuguat","teviriguat","massiguat; mas; mas","tepoguat; tepó","deriguat; deri-","soroguat; deri-","vavoguat; deri-","dë; deguat"
"YAQUI",,"yaqu1251","xd1292","Ni7",1,7,8,15,9,4,1,,,,"beme ja'aka","hapči; japchi; achai",,,"jaka yo'owe",,"ae; ae; maala; áewa"
"YAQUI_2",,"yaqu1251","xd1292","Ni7",1,7,8,15,9,4,1,,,,"beme ja'aka","hapči; japchi; achai",,,"jaka yo'owe",,"ae; ae; maala; áewa"
"MAYO",,"mayo1264","","",0,,,,,,1,"kúmuri","kúmuri","kúmuri","kúmuri","hapči","né'esa","né'esa","né'esa","né'esa","aiye"
"MAYO_LOS_CAPOMOS",,"mayo1264","","",0,,,,,,1,"kúmuri","kúmuri","kúmuri","kúmuri","hapči","né'esa","né'esa","né'esa","né'esa","aiye"
"HUICHOL",,"huic1243","xd1288","Ni3, SCCS152",1,10,1,15,9,4,1,,,,,"kemaasi",,,"ookáli",,"máamaa"
"EL_NAYAR_CORA",,"elna1235","","",0,,,,,,1,,,,,"taata",,,"ookáli",,"náanana"
"CLASSICAL_NAHUATL",,"clas1250","xd1301","Nj2, SCCS153",1,8,7,15,9,4,1,"tlaitl","tlaitl","tlaitl","tlaitl","tahtli","awitzin; awitl","awitzin; awitl","awitzin; awitl","awitzin; awitl","nantli"
"NAHUATL_STA_MA_COAPAN",,"high1278","","",0,,,,,,1,,,,,"i-tah-c̷in; te-tat",,,,,"i-nan-c̷in"
"PIPIL",,"pipi1250","","",0,,,,,,1,,,,,,"-piipi","-piipi","-piipi","-piipi",
"HIGHLAND_PUEBLA_NAHUATL",,"high1278","","",0,,,,,,1,,,,,"i-tah-c̷in; te-tat",,,,,"i-nan-c̷in"
"NAHUATL_SIERRA_DE_ZACAPOAXTLA",,"high1278","","",0,,,,,,1,,,,,"i-tah-c̷in; te-tat",,,,,"i-nan-c̷in"
"YANOMAM",,"yano1262","xd1356","Sd4",1,,,,,,1,"šoa-yə","šoa-yə","ha-yə","ha-yə","ha-yə","na-yə","na-yə","yai-yə","yai-yə","na-yə"
"YANOMAMI",,"yano1262","xd1356","Sd4",1,,,,,,1,"šoa-yə","šoa-yə","ha-yə","ha-yə","ha-yə","na-yə","na-yə","yai-yə","yai-yə","na-yə"
"YANAM",,"nina1238","xd1358","B36, Sd6",1,1,3,15,9,5,1,"šoa-ye","šoa-ye","popa-ye","popa-ye","popa-ye","naa-ye","naa-ye","yaa-ye","yaa-ye","naa-ye"
"YANAM_2",,"nina1238","xd1358","B36, Sd6",1,1,3,15,9,5,1,"šoa-ye","šoa-ye","popa-ye","popa-ye","popa-ye","naa-ye","naa-ye","yaa-ye","yaa-ye","naa-ye"
"NINAM",,"nina1238","xd1358","B36, Sd6",1,1,3,15,9,5,1,"šoa-ye","šoa-ye","popa-ye","popa-ye","popa-ye","naa-ye","naa-ye","yaa-ye","yaa-ye","naa-ye"
"SHIRISHANA",,"nina1238","xd1358","B36, Sd6",1,1,3,15,9,5,1,"šoa-ye","šoa-ye","popa-ye","popa-ye","popa-ye","naa-ye","naa-ye","yaa-ye","yaa-ye","naa-ye"
"EI_JAPANESE",,"nucl1643","xd648","Ed5, SCCS117",1,13,2,15,9,3,1,"oji","oji","oji","oji","chichi; otōsan","oba","oba","oba","oba","haha; okāsan"
"TAKARAJIMA_JAPANESE",,"nucl1643","xd648","Ed5, SCCS117",1,13,2,15,9,3,1,"oji","oji","oji","oji","chichi; otōsan","oba","oba","oba","oba","haha; okāsan"
"JAPANESE_KYOTO",,"nucl1643","xd648","Ed5, SCCS117",1,13,2,15,9,3,1,"oji","oji","oji","oji","chichi; otōsan","oba","oba","oba","oba","haha; okāsan"
"TOKYO_JAPANESE",,"nucl1643","xd648","Ed5, SCCS117",1,13,2,15,9,3,1,"oji","oji","oji","oji","chichi; otōsan","oba","oba","oba","oba","haha; okāsan"
"JAPANESE_2",,"nucl1643","xd648","Ed5, SCCS117",1,13,2,15,9,3,1,"oji","oji","oji","oji","chichi; otōsan","oba","oba","oba","oba","haha; okāsan"
"JAPANESE",,"nucl1643","xd648","Ed5, SCCS117",1,13,2,15,9,3,1,"oji","oji","oji","oji","chichi; otōsan","oba","oba","oba","oba","haha; okāsan"
"YUROK",,"yuro1248","xd1101","B186, Nb4, SCCS134, WNAI36",1,7,8,15,9,4,1,"netsim","netsim","netsim","netsim","tot","netul","netul","netul","netul","kok"
"WIYOT",,"wiyo1248","xd1097","B184, Nb36, WNAI39",1,7,8,15,9,3,1,"yidjok","yidjok","yigatck","yigatck","yidac","yidjul","yidjul","yibauk","yibauk","yidokar"
"CHEYENNE",,"chey1247","xd1224","B245, Ne5",1,7,8,15,9,4,1,"na-sheʼ","na-sheʼ","nǎ-oʼ-a","nǎ-oʼ-a","nǎ-oʼ-a","nǎʼ-ko","nǎʼ-ko","nǎ-unʼ","nǎ-unʼ","nǎʼ-ko"
"GROS_VENTRE",,"gros1243","xd1208","B253, Ne1, SCCS140",1,7,8,15,9,4,1,"naʼ-see","naʼ-see","ne-thaʼ-na","ne-thaʼ-na","ne-thaʼ-na","naʼ-nä","naʼ-nä","na-haʼ","na-haʼ","na-ke-͡ahʼ"
"DELAWARE_MUNSEE",,"muns1251","","",0,,,,,,1,"nee-zheseʼ","nee-zheseʼ","na-noʼ-whus","na-noʼ-whus","na-noʼ-uh","nin̤-gukʼ-us","nin̤-gukʼ-us","na-ma-laʼ-däkue","na-ma-laʼ-däkue","n'-gäʼ-hase"
"MICMAC",,"mikm1235","xd1058","B329, Na41, SCCS126",1,7,8,15,9,4,1,"n'-ku-lǎ-mǔkʼ-sis","n'-ku-lǎ-mǔkʼ-sis","n'-tus","n'-tus","nǔch","nu-lisʼ","nu-lisʼ","n'-su-gwisʼ","n'-su-gwisʼ","nee-cristʼ"
"CREE_WOODS",,"wood1236","","",0,,,,,,1,"nee-sisʼ","nee-sisʼ","noʼ-ko-mish","noʼ-ko-mish","nohˑ-täʼ-we","n'-doʼ-sis","n'-doʼ-sis","nis-se-goosʼ","nis-se-goosʼ","n'-gäʼ-we"
"MENOMINEE",,"meno1252","xd1243","Nf9",1,8,7,15,9,6,1,"ne-zhaʼ","ne-zhaʼ","nohʼ-neh","nohʼ-neh","nohʼ-neh","ne-ke-͡ahʼ","ne-ke-͡ahʼ","ne-neʼ","ne-neʼ","ne-ke-͡ahʼ"
"SHAWNEE",,"shaw1249","xd1233","Nf13",1,7,8,15,9,6,1,"ni-sǐ-thǎʼ","ni-sǐ-thǎʼ","no-thäʼ","no-thäʼ","no-thäʼ","na-ke-͡ahʼ","na-ke-͡ahʼ","na-tha-gwe-thäʼ","na-tha-gwe-thäʼ","no-thäʼ"
"KASKASKIA_ILLINOIS",,"miam1252","xd1238","Nf4",1,8,7,15,9,6,1,"ne-zheseʼ-sä; ne-zheʼ-sä","ne-zheseʼ-sä; ne-zheʼ-sä","no-säʼ; no-säʼ","no-säʼ; no-säʼ","no-säʼ; no-säʼ","nin̤-ge-ahʼ; nin̤-ge-ahʼ","nin̤-ge-ahʼ; nin̤-ge-ahʼ","n'-saʼ-gwe-sǎʼ; ne-zaʼ-gos-säʼ","n'-saʼ-gwe-sǎʼ; ne-zaʼ-gos-säʼ","nin̤-ge-ahʼ; nin̤-ge-ahʼ"
"MIAMI",,"miam1252","xd1238","Nf4",1,8,7,15,9,6,1,"ne-zheseʼ-sä; ne-zheʼ-sä","ne-zheseʼ-sä; ne-zheʼ-sä","no-säʼ; no-säʼ","no-säʼ; no-säʼ","no-säʼ; no-säʼ","nin̤-ge-ahʼ; nin̤-ge-ahʼ","nin̤-ge-ahʼ; nin̤-ge-ahʼ","n'-saʼ-gwe-sǎʼ; ne-zaʼ-gos-säʼ","n'-saʼ-gwe-sǎʼ; ne-zaʼ-gos-säʼ","nin̤-ge-ahʼ; nin̤-ge-ahʼ"
"FOX",,"mesk1242","xd1241","Nf7",1,7,8,15,9,6,1,"nǎ-zhe-sǎʼ","nǎ-zhe-sǎʼ","nǒss","nǒss","noss","nǎ-ke-͡ǎʼ","nǎ-ke-͡ǎʼ","nak-yeʼ-hä","nak-yeʼ-hä","nǎ-ke-͡aʼ"
"KICKAPOO",,"kick1244","xd1235","Nf15",1,7,8,15,9,6,1,"na-si-thǎʼ","na-si-thǎʼ","no-thäʼ","no-thäʼ","no-thäʼ","ni-ke-͡äʼ","ni-ke-͡äʼ","na-tha-kwi-thǎʼ","na-tha-kwi-thǎʼ","nǐ-ke-͡äʼ"
"POTAWATOMI",,"pota1247","xd1059","Na42",1,8,7,15,9,6,1,"n'-jeh-shǎ","n'-jeh-shǎ","noke-mǎʼ","noke-mǎʼ","noss","no-shehʼ","no-shehʼ","n'-si-gwisʼ","n'-si-gwisʼ","n'-gehʼ"
"OTTAWA",,"otta1242","xd1057","Na40",1,,,,,5,1,"ne-zhish-shǎ; nizhishe","ne-zhish-shǎ; nizhishe","ne-misʼ-sho-mǎ; nimishome","ne-misʼ-sho-mǎ; nimishome","noss; noss; nin baba; nin dede","no-shǎʼ; ninoshe; nimwishe","no-shǎʼ; ninoshe; nimwishe","nis-sa-goseʼ; ninsigoss; nisigoss","nis-sa-goseʼ; ninsigoss; nisigoss","n'-gusʼ-sheh; ninga; nin mama; nimama"
"ALGONQUIN",,"algo1255","","",0,,,,,,1,"ne-zhe-sänʼ","ne-zhe-sänʼ","no-säʼ","no-säʼ","noʼ-säʼ","ne-ge-ahʼ","ne-ge-ahʼ","ne-sǎʼ-gwis-säʼ","ne-sǎʼ-gwis-säʼ","ne-ge-ahʼ"
"SANAPANA_ENLHET",,"sana1298","","",0,,,,,,1,"eŋyapkoʔ","eŋyapkoʔ","eŋyahaʔ","eŋyahaʔ","taata eŋak; aŋyaap","mook meeme eŋak; mooŋkenˀ","mook meeme eŋak; mooŋkenˀ","eŋkaatem","eŋkaatem","meeme eŋak; aŋkenˀ"
"SANAPANA_ANGAITE",,"anga1316","","",0,,,,,,1,"apyapka","apyapka","apyaha","apyaha","apyapoŋ; anyapoŋ","ankin","ankin","ankatim","ankatim","ankin"
"MOCOVI",,"moco1246","","",0,,,,,,1,"ne-teesḳoʔ","ne-teesḳoʔ","ne-teesḳoʔ","ne-teesḳoʔ","le-taʔa","l-asooro","l-asooro","l-asooro","l-asooro","l-ateʔe"
"PILAGA",,"pila1245","","",0,,,,,,1,"ne-te'soḳoʔ","ne-te'soḳoʔ","ne-te'soḳoʔ","ne-te'soḳoʔ","le-tʔa","l-a'sodo","l-a'sodo","l-a'sodo","l-a'sodo","l-atʔe"
"TOBA",,"toba1269","xd1395","Sh8",1,12,5,15,9,4,1,"n-tesḳoʔ; ñitesqo'","n-tesḳoʔ; ñitesqo'","n-tesḳoʔ; ñitesqo'","n-tesḳoʔ; ñitesqo'","l-taʔa; ita'a","l-asodo; ỹasodo","l-asodo; ỹasodo","l-asodo; ỹasodo","l-asodo; ỹasodo","l-ateʔe; ỹate'e"
"MACA",,"maca1260","","",0,,,,,,1,,,,,"-tata",,,,,
"NIVACLE",,"niva1238","","",0,,,,,,1,"-txoʔk","-txoʔk","-txoʔk","-txoʔk","-tata","-tˀox","-tˀox","-tˀox","-tˀox","-mimi"
"CHOROTE",,"iyoj1235","","",0,,,,,,1,,,,,"-naʔ; -nye",,,,,"et; meme"
"MATACO",,"wich1264","xd1388","Sh1",1,8,7,15,9,4,1,,,,,"-hʷ'ča",,,,,"-ku"
"WICHI_LHAMTES_GUISNAY",,"wich1264","xd1388","Sh1",1,8,7,15,9,4,1,,,,,"-hʷ'ča",,,,,"-ku"
"CREEK",,"cree1270","xd1252","Ng3, SCCS145",1,7,8,15,9,1,1,"chu-päʼ-wä","chu-päʼ-wä","chulʼ-kǔ-cheʼ","chulʼ-kǔ-cheʼ","chuhlʼ-ke","chuch-kǔʼ-ce","chuch-kǔʼ-ce","chu-pǔʼ-se","chu-pǔʼ-se","chutchʼ-ke"
"CHICKASAW",,"chic1270","xd1249","Ng14",1,7,8,15,9,1,1,"um-oʼ-shǐ","um-oʼ-shǐ","aggʼ-ki","aggʼ-ki","amgʼ-kǐ","sush-koʼ-sǐ","sush-koʼ-sǐ","hap-poʼ-sǐ","hap-poʼ-sǐ","lushʼ-kǐ"
"CHOCTAW",,"choc1276","xd1247","Ng12",1,7,8,15,9,1,1,"um-ushʼ-ǐ; um-uʼ-shǐ","um-ushʼ-ǐ; um-uʼ-shǐ","aʼ-kǐ; aʼ-kǐ","aʼ-kǐ; aʼ-kǐ","aʼ-kǐ; aʼ-kǐ","ushʼ-kǐ; ushʼ-kǐ","ushʼ-kǐ; ushʼ-kǐ","a-hukʼ-ne; a-hucʼ-ni","a-hukʼ-ne; a-hucʼ-ni","ushʼ-kǐ; ushʼ-kǐ"
"MAYA_YUCATAN",,"yuca1254","xd1322","Sa6",1,3,3,15,9,4,1,"acan; han","acan; han","dze yum","dze yum","yum","dze na","dze na","ix cit","ix cit","na"
"MAYA_YUCATECA",,"yuca1254","xd1322","Sa6",1,3,3,15,9,4,1,"acan; han","acan; han","dze yum","dze yum","yum","dze na","dze na","ix cit","ix cit","na"
"CHONTAL_TABASCO",,"taba1266","","",0,,,,,,1,"oo-sheet-than","oo-sheet-than",,,"ku-pǎp",,,,,"ku-nǎ"
"TZELTAL_BACHAJON",,"tzel1254","xd1318","Sa2",1,1,3,2,2,6,1,"ichan","ichan","tajun","tajun","tat","me'jun; muc'ul wix; muc'ul nan","me'jun; muc'ul wix; muc'ul nan",,,"nan; me'"
"TZELTAL_OXCHUC",,"tzel1254","xd1318","Sa2",1,1,3,2,2,6,1,"ichan","ichan","tajun","tajun","tat","me'jun; muc'ul wix; muc'ul nan","me'jun; muc'ul wix; muc'ul nan",,,"nan; me'"
"DUNA",,"duna1248","","",0,,,,,,1,"àwane","àwane","àwa","àwa","àwa","andia","andia",,,"andia"
"BASQUE",,"basq1248","","",0,,,,,,1,"a'ma-ren a'naie","a'ma-ren a'naie","ai'ta-ren a'naie","ai'ta-ren a'naie","aita","a'ma-ren ã'hispa","a'ma-ren ã'hispa","ai'ta-ren a'reba","ai'ta-ren a'reba","ama"
"NAGA_SANGTAM",,"sang1321","","",0,,,,,,1,"ikü aziba","ikü azaba","au aziba","au azaba","au","itpah azitpüh; iya azitpüh","itpah azitpüh; iya azitpüh","itpah azitpüh; iya azitpüh","itpah azitpüh; iya azitpüh","itpa; iya"
"CHEPANG",,"chep1245","","",0,,,,,,1,"bəh.ʔa.pa","kaka; mama; gu.ʔa.pa","bəh.ʔa.pa","kaka; gu.ʔa.pa","ʔa.pa; ba.ba","meh.ʔa.ma","mom.ʔa.ma","meh.ʔa.ma","mom.ʔa.ma","ʔa.ma"
"KAREN_SGAW",,"sgaw1245","","",0,,,,,,1,"yǎ pha-tie","yǎ pha-tie","yǎ phä-tie","yǎ phä-tie","yǎ pä","yǎ mu-ghä","yǎ mu-ghä","yǎ mu-ghä","yǎ mu-ghä","yǎ mo"
"BURMESE",,"nucl1310","xd709","Ei3, SCCS71",1,10,1,15,9,4,1,"pharji","ulei","pharji","ulei","aphei","jiji","dolei","jiji","dolei","amei"
"YANGON_BURMESE",,"nucl1310","xd709","Ei3, SCCS71",1,10,1,15,9,4,1,"pharji","ulei","pharji","ulei","aphei","jiji","dolei","jiji","dolei","amei"
"LISU",,"lisu1250","","",0,,,,,,1,"avu; azy; tɕutɕu; ale; avɯ","avu; azy; tɕutɕu; ale; avɯ","awopa; wupʰa; awopʰa; abovɛɹ","awo̠; awo̠; jɛpʰa; abojɛ","aba; aba; aba; aba","awoma̠; wuma̠; awoma̠; amovɛɹ","ma̠jo̠; ma̠ʐo̠; jɛma; amojɛ","ani; ani; tɕuna; animo","ani; ani; tɕuna; animo","ama̠; ama̠; ama̠; amo"
"LISU_2",,"lisu1250","","",0,,,,,,1,"avu; azy; tɕutɕu; ale; avɯ","avu; azy; tɕutɕu; ale; avɯ","awopa; wupʰa; awopʰa; abovɛɹ","awo̠; awo̠; jɛpʰa; abojɛ","aba; aba; aba; aba","awoma̠; wuma̠; awoma̠; amovɛɹ","ma̠jo̠; ma̠ʐo̠; jɛma; amojɛ","ani; ani; tɕuna; animo","ani; ani; tɕuna; animo","ama̠; ama̠; ama̠; amo"
"MANANGE",,"mana1288","","",0,,,,,,1,"àʃaŋ","àʃaŋ","aptjʌpʌ","laku","lapʌ","àmthepʌ","ànje",,,"àmʌ"
"SHERPA",,"sher1255","xd658","Ee6",1,12,5,15,9,6,1,"àjaŋ","àjaŋ","pàpche","àu","pàla; popa","hà̤mce",,,,
"DZONGKHA",,"dzon1239","","",0,,,,,,1,"kû; 'azha","kû; 'azha","pang; 'akhu","pang; 'akhu","payo; 'apa","yû; 'amcu","yû; 'amcu","nî; 'ani","nî; 'ani","mayo; 'ama"
"KUNZA",,"kunz1244","","",0,,,,,,1,,,,,"tickan; tic'han",,,,,"patta; pat'ta"
"RANQUELCHE",,"mapu1245","","",1,6,4,5,2,6,1,"weku","weku","malʸe","malʸe","čaw","ɲuke-ntu","ɲuke-ntu","pal̯u","pal̯u","ɲuke"
"MAPUDUNGUN",,"mapu1245","","",1,6,4,5,2,6,1,"weku","weku","malʸe","malʸe","čaw","ɲuke-ntu","ɲuke-ntu","pal̯u","pal̯u","ɲuke"
"MAPUDUNGUN_2",,"mapu1245","","",1,6,4,5,2,6,1,"weku","weku","malʸe","malʸe","čaw","ɲuke-ntu","ɲuke-ntu","pal̯u","pal̯u","ɲuke"
"MAPUDUNGUN_3",,"mapu1245","","",1,6,4,5,2,6,1,"weku","weku","malʸe","malʸe","čaw","ɲuke-ntu","ɲuke-ntu","pal̯u","pal̯u","ɲuke"
"BATS",,"bats1242","","",0,,,,,,1,"nānwaš","nānwaš","dādwaš","dādwaš","dad","nānes","nānes","dādes; maym","dādes; maym","nan"
"INGUSH",,"ingu1240","","",0,,,,,,1,"woti; näna woša","woti; näna woša","woti; dä-woša","woti; dä-woša","da","näci","näci","däci","däci","nana"
"ARCHI",,"arch1244","","",0,,,,,,1,"dada; buwan ušdu","dada; buwan ušdu","dada; ummun ušdu","dada; ummun ušdu","abt̄u; diya","baba; buwan došdur","baba; buwan došdur","baba; ummun došdur","baba; ummun došdur","yeyt̄ur; buwa"
"ARCHI_2",,"arch1244","","",0,,,,,,1,"dada; buwan ušdu","dada; buwan ušdu","dada; ummun ušdu","dada; ummun ušdu","abt̄u; diya","baba; buwan došdur","baba; buwan došdur","baba; ummun došdur","baba; ummun došdur","yeyt̄ur; buwa"
"BUDUKH",,"budu1248","","",0,,,,,,1,"dayi","dayi","emi","emi","ada","xala","xala","bibi; ʕama","bibi; ʕama","dide"
"AGUL",,"aghu1253","","",0,,,,,,1,"adad","adad","adad","adad","dad","abab","abab","abab","abab","bab"
"AKHVAKH",,"akhv1239","","",0,,,,,,1,"ilow wac̄i","ilow wac̄i","imowa wac̄i","imowa wac̄i","ima","iloy yac̄i","iloy yac̄i","imoy yac̄i","imoy yac̄i","ila"
"NORTHERN_AKHVAKH",,"akhv1239","","",0,,,,,,1,"ilow wac̄i","ilow wac̄i","imowa wac̄i","imowa wac̄i","ima","iloy yac̄i","iloy yac̄i","imoy yac̄i","imoy yac̄i","ila"
"SOUTHERN_AKHVAKH",,"akhv1239","","",0,,,,,,1,"ilow wac̄i","ilow wac̄i","imowa wac̄i","imowa wac̄i","ima","iloy yac̄i","iloy yac̄i","imoy yac̄i","imoy yac̄i","ila"
"ANDI",,"andi1255","","",0,,,,,,1,"iluƛi woc̄i","iluƛi woc̄i","imuy woc̄i","imuy woc̄i","ima","iluƛi yoc̄i","iluƛi yoc̄i","imuy yoc̄i","imuy yoc̄i","ila"
"ANDI_MUNI",,"andi1255","","",0,,,,,,1,"iluƛi woc̄i","iluƛi woc̄i","imuy woc̄i","imuy woc̄i","ima","iluƛi yoc̄i","iluƛi yoc̄i","imuy yoc̄i","imuy yoc̄i","ila"
"BAGWALAL",,"bagv1239","","",0,,,,,,1,"ilaɬiɬ was̄","ilaɬiɬ was̄","imaš̄uw was̄","imaš̄uw was̄","ima","ilaɬiɬ yas̄","ilaɬiɬ yas̄","imaš̄uy yas̄","imaš̄uy yas̄","ila"
